           3          12          12          12
   4.20000000000000        7.91500000000000       -5.20000000000000     
   69000000.0000000        1618264.00000000     
        7180         225        2764
   1812322.14285709     
   4879280.71428530        4940593.80952358        5071749.52380972     
   5110609.52380966        5252559.76190506        5285988.57142886     
   5255599.76190522        5243646.66666678        5201425.95238097     
   4968927.61904865        4951296.66666661        5035260.00000044     
   5001206.66666585        5311034.76190425        5246182.61904804     
   5307429.04761868        5222629.28571440        5124130.95238116     
   5121360.71428519        5016338.57142905        5100844.76190487     
   5122205.47619055        5129180.47619103        5170515.95238114     
   5248479.52380893        5091517.61904717        4949420.00000047     
   4921394.52380948        4963029.76190510        5019222.14285734     
   5010507.14285758        4990559.52380969        4917612.61904775     
   4947175.71428532        5008204.52381034        5029472.14285789     
   4945733.57142834        4778480.71428491        5023039.28571402     
   4871868.57142873        4954658.33333338        5052217.85714314     
   5158013.09523780        5172818.09523791        5087974.52380991     
   5009399.99999951        4832784.28571369        4796459.76190446     
   4997751.42857160        4848210.71428596        4887910.71428588     
   4866765.95238057        4976485.71428582        4890892.85714300     
   4930874.28571402        4904975.71428538        5014165.95238074     
   5205985.47619078        5311464.76190471        5412192.85714266     
   5498879.04761865        5256221.66666681        5062059.28571426     
   4988827.85714251        4930097.38095174        4985501.42857073     
   5097803.57142844        4985977.61904790        4976537.38095253     
   4928408.09523810        4719785.23809543        4637693.80952397     
   4777700.95238145        5058456.19047577        5075597.14285669     
   4983997.38095201        5010792.38095261        5136856.19047568     
   5183044.99999976        5443454.28571392        5429715.71428552     
   5355222.61904824        5416341.42857117        5441690.23809441     
   5455331.66666622        5442390.71428614        5453263.80952374     
   5450465.47619060        5404625.95238070        5364944.99999996     
   5211378.80952386        5149755.47619055        5149543.09523763     
   5158060.00000092        5074291.90476224        5079290.71428617     
   5071753.80952423        4977716.90476167        4939986.66666666     
   4921071.19047533        4971304.99999983        5050806.66666644     
   5097573.33333328        5514768.33333373        5471225.23809437     
   5415006.19047680        5339989.76190557        5249871.19047621     
   4861299.76190500        4732476.19047670        4858343.09523855     
   4649028.33333377        4586751.66666691        4569110.71428554     
   4643081.19047558        4587853.33333347        4425533.33333347     
   4253009.28571396        4253918.33333344        4258904.99999982     
   4275364.28571399        4426358.33333314        4470649.28571462     
   4482526.19047614        4532657.14285701        4536254.04761883     
